age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,ada.num,label
36,180220,9,0,0,50,-0.583440971,no
47,78022,12,0,0,50,0.027900935,no
81,132204,2,0,0,20,-2.215925764,no
32,56150,9,0,0,40,-0.389437941,no
44,201599,7,0,0,40,-2.68257616,no
36,116554,13,0,0,40,-1.324358466,no
30,275232,12,0,0,36,-1.872867722,no
85,188328,14,0,0,5,-0.286921947,no
30,136997,9,0,0,40,-1.955457336,no
18,251923,7,0,0,15,-3.021362085,no
27,236481,15,0,0,10,-0.192008242,no
38,82622,10,0,0,40,-1.156948256,no
21,219137,6,0,0,25,-2.870415337,no
18,209792,10,0,0,40,-2.374677108,no
33,24504,9,0,0,50,-1.577991979,no
28,354095,10,0,0,40,-1.642688281,no
19,190817,10,0,0,40,-2.374677108,no
38,227154,13,0,0,40,0.428331062,no
27,54897,9,0,0,40,-0.389437941,no
42,373403,9,0,0,50,-0.479746444,no
21,89991,10,0,0,40,-2.374677108,no
31,243142,9,0,0,40,-1.761454306,no
57,69884,9,0,0,40,-0.389437941,yes
34,189809,10,0,0,52,-0.273472377,no
39,58343,10,0,0,40,-0.135122527,yes
31,100734,16,0,0,28,-0.436605263,no
26,181666,10,0,0,40,-0.060066384,no
24,122234,10,0,0,20,-1.9024325,no
38,237091,10,0,0,36,-2.155064328,no
21,409230,10,0,0,30,-2.114794976,no
51,293802,3,0,0,52,-1.006107725,no
48,136455,10,0,0,16,-1.271753962,no
30,77634,9,0,0,40,-0.389437941,no
60,367695,12,0,0,40,0.027900935,yes
26,205333,13,0,0,10,-1.324358466,no
48,28791,9,0,0,50,-0.404690301,no
42,413297,10,0,0,40,-0.135122527,no
42,96524,9,0,0,60,-0.383713928,yes
38,249720,11,0,0,40,-1.614701338,no
48,41411,10,0,0,50,-1.271753962,no
21,109667,10,0,0,40,-2.024486472,no
38,196123,9,0,0,50,-0.389437941,no
36,116608,9,0,0,38,-1.761454306,no
50,474229,9,0,0,40,-1.907867568,no
34,197688,9,0,0,40,-2.389429982,no
23,114939,10,0,0,30,-2.374677108,no
50,163576,14,0,0,50,-0.800017018,yes
43,199657,9,0,0,20,-1.802904178,no
22,180052,10,0,0,20,-2.024486472,no
45,358701,8,0,0,10,-3.068454427,no
21,225823,10,0,0,40,-1.642688281,no
90,77053,9,0,4356,40,-1.712792925,no
29,29616,9,0,0,65,-2.36911039,no
41,197919,9,0,0,60,-0.314381798,no
62,26966,10,0,0,40,-1.123869198,no
38,134444,10,0,0,72,-0.129398514,no
32,36467,12,0,0,45,0.027900935,yes
55,206487,10,0,0,40,-0.135122527,yes
61,90051,4,3456,0,44,-0.843825392,no
34,226883,9,0,0,49,-1.452713543,no
20,353696,10,0,0,28,-2.024486472,no
26,189027,9,0,0,40,-0.383713928,no
42,31251,11,0,0,37,-0.084866999,no
39,155603,10,0,2205,40,-2.532495081,no
34,343789,13,7688,0,55,0.795078805,yes
33,238381,10,8614,0,40,-1.450315619,yes
28,174327,9,0,0,50,-0.389437941,no
21,239577,10,0,0,40,-2.024486472,no
47,187969,7,0,0,38,-1.918438939,no
55,170994,9,0,0,40,-2.231612009,no
57,103948,15,0,0,30,0.93145138,yes
44,67671,10,0,0,40,-0.135122527,no
20,403519,9,0,1719,33,-1.546813059,no
21,596776,10,0,0,40,-2.052483729,no
33,118941,13,0,0,40,0.452266461,yes
20,49179,10,0,0,35,-1.292497645,no
53,350131,13,0,0,48,0.452266461,yes
18,437851,10,0,0,40,-2.359094786,no
17,270587,7,0,0,20,-2.433414771,no
22,189277,9,0,0,40,-2.290206597,no
23,251325,10,0,0,8,-1.953270204,no
40,173001,10,0,1902,40,-1.855858025,yes
42,171841,15,0,0,60,1.021759884,no
33,171637,9,0,0,20,-2.444781753,no
48,278530,9,0,0,40,-1.41126367,no
65,172815,10,0,0,40,-0.135122527,no
43,146770,9,0,0,40,-1.781787105,no
33,158438,9,0,0,55,-0.389437941,yes
30,148524,9,0,2057,40,-0.389437941,no
34,156890,9,0,0,50,-0.479746444,no
33,231826,7,0,0,40,-1.419472142,no
39,214117,10,0,0,40,-1.31476623,no
32,343789,9,5013,0,55,-0.389437941,no
27,147280,7,0,0,40,-2.685824097,no
24,106085,9,0,1721,30,-2.43661986,no
69,215926,4,0,0,35,-1.055373829,no
28,211184,10,0,0,50,-1.642688281,no
23,163665,9,0,0,32,-1.897003695,no
37,50096,11,0,0,30,-0.175175503,no
52,417227,9,0,0,70,-0.479746444,no
50,23686,10,0,0,35,-1.394224059,yes
17,160968,7,0,0,16,-2.671171449,no
36,187098,9,0,0,40,-1.761454306,no
27,175387,13,0,1876,40,-0.780164801,no
51,191659,10,0,1887,65,-0.135122527,yes
67,272587,4,1086,0,15,-1.948087984,no
37,593246,13,0,0,50,-0.712486949,yes
64,165479,9,0,0,5,-0.479746444,no
31,158144,10,0,0,40,-1.642688281,no
18,140164,7,0,0,40,-3.021362085,no
39,326342,7,2635,0,37,-0.939625477,no
41,126622,7,0,0,40,-2.153823868,no
42,409902,9,0,0,25,-2.290206597,no
51,257756,9,0,0,50,-0.314381798,yes
37,216473,6,0,0,30,-0.913541921,no
30,239648,10,0,0,40,-1.498562362,no
24,333505,9,0,0,40,-2.555793005,no
28,472580,10,0,0,40,-2.182304446,no
41,207578,12,0,0,50,-0.171657398,yes
35,302149,10,0,0,40,-0.105802314,yes
32,153326,13,0,0,40,-0.531700579,no
31,163003,12,0,0,40,-1.704622948,no
22,204226,9,0,0,40,-2.628992522,no
32,53373,10,0,0,36,-0.135122527,no
36,113397,9,0,0,40,-0.389437941,no
49,83444,9,0,0,40,-1.175878741,no
25,129200,10,0,0,40,-1.644318649,no
47,244813,9,0,0,40,-0.383713928,no
72,118902,16,0,2392,6,0.736352177,yes
48,202117,7,0,0,34,-1.918438939,no
46,261688,9,0,0,40,-1.175878741,no
21,51047,9,0,0,25,-1.897003695,no
39,135500,9,0,1977,40,0.028430546,yes
52,110563,10,0,0,40,-0.135122527,yes
22,205839,10,0,0,45,-1.292497645,no
33,194901,9,0,0,45,-1.546813059,no
65,193216,9,9386,0,40,-0.389437941,yes
50,42402,15,0,2415,30,0.93145138,yes
22,200109,13,0,0,15,-1.856620251,no
56,126677,9,3103,0,40,-0.389437941,yes
56,179127,6,0,0,35,-0.645714916,no
44,197558,15,0,0,70,0.93145138,yes
53,246562,3,0,0,40,-1.068085902,yes
19,292962,9,0,0,40,-2.319452517,no
28,197288,7,0,0,30,-3.017184474,no
22,206974,13,0,0,40,-1.130355436,no
25,211424,13,0,0,40,-1.512153628,no
60,251572,9,0,0,35,-1.748822295,no
40,208751,13,0,0,40,-0.989082034,no
68,75913,8,0,0,30,-1.530172514,no
30,180317,11,0,0,40,-0.8713078,no
30,218551,11,0,0,45,-0.084866999,yes
44,185832,13,0,0,46,0.183207288,yes
37,205339,10,0,0,40,-1.292497645,yes
26,293984,6,0,0,40,-2.351596254,no
32,132601,13,0,0,50,0.377210318,no
51,123703,9,4386,0,40,-0.389437941,yes
35,161496,10,0,0,50,-0.921563327,no
26,243786,13,0,0,38,-1.130355436,no
33,33117,12,0,0,40,0.027900935,no
44,57600,10,0,0,38,-0.060066384,no
44,151933,10,0,1485,40,0.150934328,yes
25,176162,13,0,0,40,-1.512153628,no
34,157886,12,0,0,40,-1.385565302,no
44,43711,13,0,0,48,-0.780164801,no
23,149204,13,0,0,40,-1.512153628,no
58,52090,15,0,0,40,-6.58E-05,yes
24,190293,13,0,0,40,-1.130355436,no
62,122246,14,0,0,32,-0.760500145,no
43,245056,9,0,0,40,-0.547255914,yes
61,201273,10,0,0,40,-1.214177701,no
69,172354,11,1848,0,50,-1.07361367,no
62,319582,9,0,0,32,-1.378184612,no
31,213307,6,0,0,28,-1.476150416,no
65,410199,13,9386,0,35,0.795078805,yes
44,320984,13,0,0,60,0.377210318,yes
57,199934,13,0,0,40,0.377210318,yes
35,174503,10,0,0,40,-1.271753962,no
52,255927,10,0,0,24,-1.118145185,no
40,183096,5,0,0,40,-0.401533893,yes
24,311311,13,0,0,65,-0.780164801,no
40,76625,9,0,0,40,0.028430546,no
31,197550,9,0,0,33,-1.405539658,no
51,194259,14,15024,0,55,0.584646117,yes
30,165235,13,0,0,40,0.497663193,yes
62,200577,14,0,0,45,1.119693211,yes
24,438839,13,0,0,40,-0.780164801,no
27,289039,10,0,0,40,-1.887001845,no
36,49794,9,0,0,45,-0.389437941,no
53,152883,9,0,0,40,-1.536002585,no
49,366089,13,0,0,50,0.377210318,yes
23,234791,10,0,0,36,-1.87807321,no
54,103794,14,5721,0,35,-0.252323154,no
30,116138,13,27828,0,60,-0.780164801,yes
43,119297,9,0,0,40,-0.389437941,no
38,280169,13,7298,0,50,0.286901815,yes
66,106791,9,0,0,40,-1.948177855,no
45,192835,13,0,1977,55,0.377210318,yes
37,203828,9,0,0,45,-0.479746444,no
36,183892,10,7298,0,44,-0.135122527,yes
47,167625,14,0,0,40,-0.670191641,yes
19,268722,10,0,0,20,-1.90731913,no
29,110134,10,0,0,40,-0.921563327,no
24,314819,10,2174,0,40,-1.292497645,no
50,184007,10,0,0,40,0.150934328,no
27,132963,9,0,0,40,-0.547255914,no
37,220585,9,0,0,40,-1.546813059,no
26,272986,12,0,0,8,-2.56347465,no
31,345277,13,0,0,40,-0.759421118,no
38,129150,6,0,0,35,-2.717721231,no
21,227986,9,0,0,40,-2.132388624,no
33,96245,9,0,0,99,0.028430546,no
55,183869,15,0,0,50,1.337702125,yes
19,191986,6,0,0,40,-2.566184101,no
41,88904,13,0,0,40,-1.188349881,no
29,33798,10,0,0,20,-1.847555184,no
50,98980,13,7298,0,40,0.663267173,yes
43,43533,3,0,0,40,-2.784512547,no
51,133336,14,15024,0,40,0.707548736,yes
21,292264,9,0,0,35,-1.546813059,no
55,101468,9,3103,0,40,-0.389437941,yes
42,275677,11,0,0,50,-0.084866999,no
33,237298,10,0,0,40,-1.659232853,no
38,32916,10,0,0,45,-0.135122527,no
33,100228,10,0,0,40,-1.450315619,no
25,55048,9,0,0,36,-2.36911039,no
33,93206,3,0,0,40,-0.802893019,no
39,193815,10,0,0,40,-0.129398514,yes
57,138285,12,0,0,40,-0.235593873,no
20,380544,12,0,0,20,-1.861463011,no
47,180446,10,0,0,40,-0.383249004,yes
46,167159,10,0,0,70,-0.129398514,yes
28,190539,13,0,0,50,-0.780164801,no
40,104892,13,0,0,40,0.377210318,no
61,294466,10,0,0,40,-1.143515081,no
52,146015,9,0,0,40,-0.389437941,no
31,131568,5,0,0,40,-2.0050476,no
50,124094,9,0,0,40,-0.775657946,no
29,104917,10,0,0,44,-1.738429617,no
36,151094,11,0,0,48,-1.003066176,no
20,337488,10,0,0,30,-2.51691276,no
34,104509,11,1639,0,20,-1.592432753,no
31,211334,10,2407,0,65,-0.135122527,no
23,200973,9,0,0,40,-1.897003695,no
29,194864,9,0,0,18,-0.314381798,no
64,198466,9,0,0,70,-1.468493115,no
32,326283,13,0,0,40,-1.030202377,no
56,53366,9,0,0,40,-0.389437941,no
35,86648,14,0,1977,45,0.701824724,yes
39,207853,8,0,0,50,-0.53570183,no
24,314182,9,0,0,50,-1.897003695,no
90,250832,9,2414,0,40,-0.389437941,no
47,108890,9,1831,0,38,-1.955457336,no
34,143699,9,0,0,15,-0.314381798,no
18,301814,9,0,0,20,-1.897003695,no
18,179484,8,0,0,40,-2.78005075,no
28,107389,9,0,0,32,-2.278801886,no
75,35724,9,0,0,8,-1.712792925,no
32,235109,10,0,0,40,-1.507138892,no
67,131656,13,0,2392,24,0.377210318,yes
39,410034,9,0,0,40,-0.103381086,no
36,183892,9,8614,0,45,-1.175878741,yes
37,126569,9,0,0,40,-2.278801886,no
34,200401,9,0,0,25,-2.662183858,no
27,38918,9,0,1876,75,-1.546813059,no
31,218322,10,0,0,30,-1.292497645,no
22,199419,9,0,0,40,-0.314381798,no
30,142675,8,0,0,50,-0.541425843,no
41,283174,13,99999,0,40,0.377210318,yes
51,154949,9,0,0,40,-1.536002585,no
33,198211,9,0,0,40,-0.389437941,no
26,102106,6,0,0,40,-0.748177275,no
18,415520,7,0,0,20,-2.671171449,no
61,270599,2,0,0,18,-2.994195686,no
30,193298,9,0,0,45,-0.389437941,no
33,319854,13,4650,0,35,-0.450680355,no
21,278391,10,0,0,16,-2.359094786,no
62,272209,9,0,0,99,-1.919272279,no
56,244605,9,0,0,40,-0.389437941,no
27,291547,13,0,0,6,-1.598461952,no
53,152373,10,0,0,48,-0.921563327,yes
25,108683,10,0,0,50,-1.527882574,no
46,200949,13,0,0,50,-0.295594111,no
80,107740,9,0,0,30,-1.027993976,no
19,188669,9,0,0,30,-2.628992522,no
19,278870,10,0,0,16,-2.024486472,no
24,237386,10,0,0,42,-1.292497645,no
63,114011,9,0,0,20,-1.567519249,no
63,66634,5,0,0,16,-0.847672482,no
49,141483,6,0,0,40,-1.082785588,no
30,112263,7,0,0,40,-2.300237131,no
60,240521,9,7298,0,40,-0.389437941,yes
29,105694,9,0,0,42,-0.389437941,no
32,243988,3,0,0,40,-1.485954389,no
29,185670,13,0,0,40,0.663267173,no
47,139268,4,0,0,45,-0.547196839,no
32,288229,10,0,0,40,-1.461525857,no
58,292710,12,0,0,36,-0.758539865,no
19,140590,8,0,0,30,-2.923216076,no
46,359193,10,0,0,45,-1.501414879,no
44,277488,10,3103,0,40,-0.135122527,yes
52,185407,11,0,0,48,-0.471087005,yes
45,213140,6,2829,0,40,-0.823233417,no
23,97472,9,0,0,40,-0.389437941,no
54,306985,10,0,0,40,-1.271753962,no
68,145638,10,0,0,40,-1.271753962,no
52,92968,13,0,0,40,-1.138182165,no
66,51687,13,0,0,20,0.286901815,no
26,252406,9,0,0,40,-1.802904178,no
38,343642,9,0,0,40,-0.508384828,yes
24,126613,13,0,0,8,-1.862344263,no
38,33105,13,0,0,70,0.219392345,yes
58,126991,9,0,0,20,-1.919272279,no
38,240467,14,0,0,35,-1.198943933,no
49,145290,3,0,0,40,-0.842565739,no
40,32533,4,0,0,30,-0.965065326,no
52,235307,13,0,0,40,0.377210318,yes
53,40641,13,0,0,40,0.663267173,yes
54,101017,4,0,0,40,-0.965065326,no
19,237433,9,4416,0,40,-1.897003695,no
34,111843,13,3325,0,40,-1.48217644,no
45,274869,9,0,0,40,-1.761454306,no
50,369367,9,0,0,40,-1.761454306,no
53,203967,9,0,0,40,-1.546813059,no
25,111058,10,0,1980,40,-1.292497645,no
46,501671,6,0,0,40,-2.00287712,no
29,153805,9,0,0,40,-2.544686986,no
34,115040,9,0,0,44,-0.389437941,no
46,214955,12,0,0,40,-1.34411543,no
62,49424,13,5178,0,40,0.377210318,yes
65,105116,10,2346,0,40,-1.123869198,no
27,216479,13,0,0,24,0.117658147,yes
34,122749,10,0,0,32,-0.135122527,no
57,124771,9,0,0,40,-0.389437941,no
52,170562,9,0,0,60,-0.389437941,yes
24,117167,10,0,0,53,-1.642688281,no
46,151107,10,0,1977,60,-0.2929405,yes
59,193895,10,0,0,35,-1.123869198,no
48,240917,7,0,0,35,-2.117706785,no
20,180052,10,0,0,22,-2.024486472,no
39,42478,13,0,0,40,-0.603233512,no
32,443546,9,0,0,40,-1.637121563,no
57,148509,13,0,0,35,0.326541323,no
40,167678,13,0,0,40,0.193061126,yes
35,411395,10,0,0,36,-0.135122527,no
22,239612,9,0,0,20,-2.278801886,no
40,119101,10,5178,0,40,-0.135122527,yes
39,327164,14,0,0,45,0.707548736,no
20,204596,10,0,0,32,-2.374677108,no
58,21383,9,0,0,40,-0.479746444,no
50,279337,13,0,0,55,-0.409230482,yes
65,85787,4,0,0,40,-0.965065326,no
29,329426,9,0,0,40,-1.541089047,no
30,198660,9,0,0,40,-0.389437941,no
50,162327,10,0,0,50,-0.135122527,no
43,388849,12,0,0,60,0.027900935,no
45,55720,13,0,0,40,0.377210318,yes
37,607848,13,0,0,40,0.286901815,yes
21,213366,10,0,0,38,-2.709285422,no
33,318982,13,0,0,38,0.377210318,no
17,103810,8,0,0,40,-2.765398102,no
21,322674,10,0,0,32,-1.292497645,no
43,209894,10,0,0,38,-1.507138892,no
35,143231,11,0,0,44,-0.084866999,yes
46,222011,10,0,0,50,-0.921563327,no
27,190784,9,3137,0,45,-0.389437941,no
45,162187,9,0,0,40,-0.383713928,yes
48,143299,9,0,0,40,-1.704631033,no
45,387074,11,0,0,40,-0.084866999,no
44,370502,9,0,0,25,-1.027102579,no
49,246891,13,0,0,40,0.795078805,yes
37,287031,10,5178,0,75,-0.135122527,yes
30,200700,10,0,0,40,-1.292497645,no
47,239321,11,0,0,45,0.201189856,yes
41,77373,10,0,1848,65,-0.135122527,yes
38,78247,10,0,0,40,-0.135122527,no
39,103734,13,0,0,43,0.377210318,yes
52,72257,9,0,0,40,-1.175878741,no
21,301408,10,0,1602,22,-2.374677108,no
18,220754,7,0,0,24,-2.671171449,no
48,158451,13,914,0,40,-1.230258949,no
49,252616,9,0,0,40,-0.057984354,no
44,320984,10,5178,0,60,0.28274596,yes
25,192149,13,0,0,40,-1.862344263,no
