age,fnlwgt,education.num,hours.per.week,label
22,200109,13,15,0
56,126677,9,40,1
56,179127,6,35,0
44,197558,15,70,1
53,246562,3,40,1
19,292962,9,40,0
28,197288,7,30,0
22,206974,13,40,0
25,211424,13,40,0
60,251572,9,35,0
40,208751,13,40,0
68,75913,8,30,0
30,180317,11,40,0
30,218551,11,45,1
44,185832,13,46,1
37,205339,10,40,1
26,293984,6,40,0
32,132601,13,50,0
51,123703,9,40,1
35,161496,10,50,0
26,243786,13,38,0
33,33117,12,40,0
44,57600,10,38,0
44,151933,10,40,1
25,176162,13,40,0
34,157886,12,40,0
44,43711,13,48,0
23,149204,13,40,0
58,52090,15,40,1
24,190293,13,40,0
62,122246,14,32,0
43,245056,9,40,1
61,201273,10,40,0
69,172354,11,50,0
62,319582,9,32,0
31,213307,6,28,0
65,410199,13,35,1
44,320984,13,60,1
57,199934,13,40,1
35,174503,10,40,0
52,255927,10,24,0
40,183096,5,40,1
24,311311,13,65,0
40,76625,9,40,0
31,197550,9,33,0
51,194259,14,55,1
30,165235,13,40,1
62,200577,14,45,1
24,438839,13,40,0
27,289039,10,40,0
36,49794,9,45,0
53,152883,9,40,0
49,366089,13,50,1
23,234791,10,36,0
54,103794,14,35,0
30,116138,13,60,1
43,119297,9,40,0
38,280169,13,50,1
66,106791,9,40,0
45,192835,13,55,1
37,203828,9,45,0
36,183892,10,44,1
47,167625,14,40,1
19,268722,10,20,0
29,110134,10,40,0
24,314819,10,40,0
50,184007,10,40,0
27,132963,9,40,0
37,220585,9,40,0
26,272986,12,8,0
31,345277,13,40,0
38,129150,6,35,0
21,227986,9,40,0
33,96245,9,99,0
55,183869,15,50,1
19,191986,6,40,0
41,88904,13,40,0
29,33798,10,20,0
50,98980,13,40,1
43,43533,3,40,0
51,133336,14,40,1
21,292264,9,35,0
55,101468,9,40,1
42,275677,11,50,0
33,237298,10,40,0
38,32916,10,45,0
33,100228,10,40,0
25,55048,9,36,0
33,93206,3,40,0
39,193815,10,40,1
57,138285,12,40,0
20,380544,12,20,0
47,180446,10,40,1
46,167159,10,70,1
28,190539,13,50,0
40,104892,13,40,0
61,294466,10,40,0
52,146015,9,40,0
31,131568,5,40,0
50,124094,9,40,0
29,104917,10,44,0
36,151094,11,48,0
20,337488,10,30,0
34,104509,11,20,0
31,211334,10,65,0
23,200973,9,40,0
29,194864,9,18,0
64,198466,9,70,0
32,326283,13,40,0
56,53366,9,40,0
35,86648,14,45,1
39,207853,8,50,0
24,314182,9,50,0
90,250832,9,40,0
47,108890,9,38,0
34,143699,9,15,0
18,301814,9,20,0
18,179484,8,40,0
28,107389,9,32,0
75,35724,9,8,0
32,235109,10,40,0
67,131656,13,24,1
39,410034,9,40,0
36,183892,9,45,1
37,126569,9,40,0
34,200401,9,25,0
27,38918,9,75,0
31,218322,10,30,0
22,199419,9,40,0
30,142675,8,50,0
41,283174,13,40,1
51,154949,9,40,0
33,198211,9,40,0
26,102106,6,40,0
18,415520,7,20,0
61,270599,2,18,0
30,193298,9,45,0
33,319854,13,35,0
21,278391,10,16,0
62,272209,9,99,0
56,244605,9,40,0
27,291547,13,6,0
53,152373,10,48,1
25,108683,10,50,0
46,200949,13,50,0
80,107740,9,30,0
19,188669,9,30,0
19,278870,10,16,0
24,237386,10,42,0
63,114011,9,20,0
63,66634,5,16,0
49,141483,6,40,0
30,112263,7,40,0
60,240521,9,40,1
29,105694,9,42,0
32,243988,3,40,0
29,185670,13,40,0
47,139268,4,45,0
32,288229,10,40,0
58,292710,12,36,0
19,140590,8,30,0
46,359193,10,45,0
44,277488,10,40,1
52,185407,11,48,1
45,213140,6,40,0
23,97472,9,40,0
54,306985,10,40,0
68,145638,10,40,0
52,92968,13,40,0
66,51687,13,20,0
26,252406,9,40,0
38,343642,9,40,1
24,126613,13,8,0
38,33105,13,70,1
58,126991,9,20,0
38,240467,14,35,0
49,145290,3,40,0
40,32533,4,30,0
52,235307,13,40,1
53,40641,13,40,1
54,101017,4,40,0
19,237433,9,40,0
34,111843,13,40,0
45,274869,9,40,0
50,369367,9,40,0
53,203967,9,40,0
25,111058,10,40,0
46,501671,6,40,0
29,153805,9,40,0
34,115040,9,44,0
46,214955,12,40,0
62,49424,13,40,1
65,105116,10,40,0
27,216479,13,24,1
34,122749,10,32,0
57,124771,9,40,0
52,170562,9,60,1
24,117167,10,53,0
46,151107,10,60,1
59,193895,10,35,0
48,240917,7,35,0
20,180052,10,22,0
39,42478,13,40,0
32,443546,9,40,0
57,148509,13,35,0
40,167678,13,40,1
35,411395,10,36,0
22,239612,9,20,0
40,119101,10,40,1
39,327164,14,45,0
20,204596,10,32,0
58,21383,9,40,0
50,279337,13,55,1
65,85787,4,40,0
29,329426,9,40,0
30,198660,9,40,0
50,162327,10,50,0
43,388849,12,60,0
45,55720,13,40,1
37,607848,13,40,1
21,213366,10,38,0
33,318982,13,38,0
17,103810,8,40,0
21,322674,10,32,0
43,209894,10,38,0
35,143231,11,44,1
46,222011,10,50,0
27,190784,9,45,0
45,162187,9,40,1
48,143299,9,40,0
45,387074,11,40,0
44,370502,9,25,0
49,246891,13,40,1
37,287031,10,75,1
30,200700,10,40,0
47,239321,11,45,1
41,77373,10,65,1
38,78247,10,40,0
39,103734,13,43,1
52,72257,9,40,0
21,301408,10,22,0
18,220754,7,24,0
48,158451,13,40,0
49,252616,9,40,0
44,320984,10,60,1
25,192149,13,40,0
53,297796,6,40,0
21,190968,9,25,0
46,154083,14,25,0
18,28357,9,40,0
18,146225,6,40,0
66,188686,13,4,0
20,245297,10,35,0
18,311795,8,20,0
35,105527,9,40,0
17,225507,7,15,0
28,81540,9,40,0
49,203505,9,40,0
64,75577,4,50,0
19,68552,9,30,0
44,180985,13,50,1
38,186531,9,40,0
23,320451,13,24,0
59,160631,13,60,1
58,137506,9,40,0
20,230113,10,50,0
48,177775,9,40,0
22,131291,9,20,0
38,175232,9,48,0
41,198316,10,50,0
44,183542,13,32,0
63,150079,9,35,1
46,84402,13,45,1
34,204470,14,50,1
44,33126,10,80,0
41,590204,14,40,1
39,199816,9,50,1
41,140108,9,30,0
28,239539,9,45,0
35,243357,7,40,0
65,117162,11,56,1
23,350181,9,40,0
29,196494,10,36,0
72,473748,9,30,0
42,276218,13,38,0
32,360689,13,40,1
26,60722,13,40,0
67,110122,9,32,1
51,166461,16,40,1
29,57596,10,40,0
52,63004,14,40,0
53,190762,9,45,1
43,92775,11,40,0
26,323044,10,45,1
31,177675,13,40,0
50,238959,13,60,1
23,148948,7,40,0
21,494638,12,15,0
28,356555,10,48,0
55,156430,13,40,1
25,261979,9,40,0
45,370274,8,40,0
47,201699,12,50,1
42,190767,11,40,0
38,281768,4,30,0
77,89655,9,40,0
40,305846,10,40,1
48,114561,13,36,1
29,150861,10,40,0
40,133456,9,24,1
41,185267,13,40,0
28,360224,9,50,0
25,358975,9,35,0
30,243841,9,40,0
38,245372,13,45,1
30,86808,13,40,0
26,198163,14,40,0
33,323069,11,40,0
39,172186,9,40,0
36,205359,9,25,0
21,88373,9,16,0
42,145441,9,50,1
20,94401,9,40,0
32,40142,13,40,1
39,191161,9,55,0
28,163265,5,40,0
35,114087,9,40,0
52,30731,9,40,1
23,178207,10,35,0
50,217577,9,40,0
25,279833,13,44,0
46,106705,10,50,0
47,110088,2,40,0
41,118544,9,32,0
28,187397,9,48,0
25,233777,9,40,0
17,173497,7,15,0
29,270379,9,40,0
52,236222,9,40,0
26,211424,10,40,1
50,148953,9,50,1
32,177794,14,40,0
38,201328,13,50,1
78,213136,9,24,0
43,142725,9,80,1
31,81030,16,40,1
42,182342,10,55,0
35,413930,9,40,1
24,42100,10,20,0
60,208915,9,40,0
56,103948,7,40,0
42,37937,11,45,0
37,220644,9,40,0
45,199925,11,48,0
44,79521,13,55,1
33,172579,9,40,0
21,57916,4,40,0
63,109735,9,38,0
26,167350,10,50,0
38,46385,9,40,0
68,195868,13,40,1
37,112497,13,60,0
42,143046,9,40,0
49,123088,10,46,0
54,195904,11,40,0
53,123092,9,40,0
36,206521,9,40,0
41,195661,10,54,0
35,174856,9,40,0
32,131224,9,40,0
18,117372,7,15,0
25,262978,10,30,0
63,331527,9,14,0
31,352465,10,50,1
58,285885,5,40,0
43,82077,10,40,0
64,258006,10,40,0
43,125577,9,40,0
24,111368,10,40,0
49,192323,9,40,0
41,182108,14,35,1
21,312956,9,40,0
39,80680,10,40,0
29,87632,7,40,0
51,673764,11,50,1
40,117917,9,50,0
35,220943,9,40,0
48,277946,10,40,1
50,164198,12,45,1
66,37170,9,42,1
28,221452,9,40,0
37,87369,5,40,0
20,68358,10,10,0
47,26145,11,40,1
33,156464,14,40,0
24,382146,10,40,0
25,73895,9,10,0
27,166350,9,50,0
20,96483,10,8,0
17,141445,6,30,0
51,120914,6,40,0
25,396633,10,56,1
46,148738,9,35,0
63,273010,9,40,0
44,185267,13,40,1
42,265698,14,40,0
46,362835,12,40,1
19,311015,9,40,0
17,297117,7,40,0
26,142152,7,35,0
33,182556,13,40,1
49,176684,11,40,0
30,201624,13,45,0
29,337266,11,40,1
34,186346,9,40,0
53,167380,9,50,0
27,32280,9,50,0
63,205246,9,40,0
42,103089,10,40,0
51,156802,9,60,1
31,213339,9,40,0
33,401104,9,50,1
39,240468,9,42,0
38,194534,14,60,1
31,185732,9,30,0
44,273465,12,50,0
17,193748,7,15,0
42,104647,9,40,0
22,201959,9,40,0
37,200598,12,45,0
47,102628,10,40,1
53,200190,10,40,1
33,184306,13,45,0
50,192654,6,25,0
50,146015,9,40,1
36,214604,13,42,1
24,241951,9,40,0
42,37869,10,40,0
55,193130,9,40,1
45,102147,11,40,1
25,164488,10,40,0
41,343591,13,10,0
46,235334,14,60,1
33,219034,7,40,0
23,126540,6,40,0
38,81846,14,40,0
51,126010,9,40,0
42,34218,15,80,1
44,173682,9,40,0
36,370767,9,60,0
35,33975,12,40,0
39,127048,10,40,0
49,39518,10,40,1
51,91506,9,40,1
35,28572,10,35,0
34,204742,9,62,0
21,225395,10,24,0
42,214503,13,44,1
46,102318,10,40,1
21,231866,9,65,0
41,82049,9,40,1
25,256620,13,40,0
46,345073,9,48,1
34,422836,9,40,0
38,190174,10,30,0
51,282744,13,40,0
50,285200,10,35,1
56,329948,9,40,0
27,232388,9,40,1
51,152596,9,40,0
48,283737,14,40,0
18,115815,9,20,0
22,208946,10,40,0
25,198986,13,40,1
26,217300,10,36,0
37,36989,10,40,0
40,147206,9,40,1
30,144949,13,40,1
71,269708,13,16,0
23,216811,9,16,0
36,157954,9,40,0
42,133584,10,40,0
42,203233,15,99,1
58,65325,6,40,1
23,417605,3,40,0
60,153072,9,5,0
43,241895,13,42,0
22,229456,9,38,0
35,103925,14,35,0
32,99309,9,40,1
34,113364,10,40,0
40,168936,11,32,0
38,478829,15,50,1
36,145704,9,40,0
62,128230,14,48,1
42,183241,14,45,1
28,398918,13,50,1
40,330174,15,40,1
28,142712,10,40,0
50,105010,13,45,1
47,218676,14,45,0
24,199336,9,45,0
41,230020,9,40,0
41,107584,10,35,0
76,225964,10,8,0
45,738812,9,46,0
45,270079,13,50,1
41,109912,9,50,1
34,40067,10,40,0
43,237670,11,25,0
53,228723,9,40,1
73,573446,10,15,0
38,179481,10,45,1
49,348751,4,40,0
31,212235,10,45,0
39,192702,14,50,0
42,163069,10,40,0
39,152023,7,40,0
50,177896,9,50,0
22,247731,10,40,0
46,195416,13,44,1
66,135446,9,40,0
53,77651,9,40,0
67,63552,4,35,0
28,130620,7,40,0
42,204450,9,40,0
21,161051,10,4,0
49,102737,11,40,0
40,34722,10,48,1
57,247624,14,40,1
23,496382,10,40,0
33,103651,9,60,0
24,175586,9,40,0
42,144594,9,40,1
41,109969,10,40,0
17,99893,7,40,0
21,193130,10,40,0
26,133373,13,44,0
48,136455,10,16,0
18,216508,9,30,0
17,153021,10,6,0
22,123876,10,20,0
46,148995,9,40,1
60,376133,9,15,1
50,92969,2,40,0
46,220124,9,37,0
42,109501,3,40,0
21,231053,9,30,0
44,173981,9,40,0
44,175641,7,40,1
63,257876,15,40,0
25,283515,10,60,0
39,33886,9,60,0
52,193116,4,20,0
41,281725,3,40,0
29,330132,13,60,0
28,163265,5,30,0
37,269329,11,45,1
43,212894,13,50,1
76,84428,10,37,0
52,73134,13,40,1
34,48935,13,40,0
25,179138,9,40,0
49,199326,10,50,0
38,190387,9,50,0
23,122048,9,40,0
32,59083,9,60,1
34,36069,9,46,0
60,230165,13,40,0
42,274913,9,45,0
34,206297,13,48,1
38,176335,10,40,1
34,220066,14,50,0
39,297449,13,40,1
42,93099,10,25,0
31,122612,14,25,1
25,209230,9,6,0
41,309932,9,50,0
33,56150,13,40,0
25,277444,13,50,0
35,224466,9,24,0
26,152129,8,40,0
50,193746,9,60,0
32,244268,7,48,0
47,282830,12,40,1
24,26668,13,40,0
24,215443,9,40,0
59,172667,9,40,0
50,157043,7,40,0
29,178244,9,40,0
60,116230,4,40,0
39,117381,10,65,0
49,192776,14,45,1
18,244571,7,10,0
39,306504,9,40,0
50,194397,13,40,0
36,258102,11,40,0
42,116649,11,40,0
60,178551,10,26,0
47,269620,10,40,0
27,588905,9,40,0
27,180758,12,40,0
37,135436,13,60,1
46,106252,10,40,0
64,186376,13,40,1
53,33304,15,38,1
31,128493,9,25,0
54,174806,9,40,1
66,71075,10,55,0
26,243560,10,40,0
49,237920,16,60,0
27,377680,11,50,0
20,225515,10,24,0
62,134768,14,35,0
54,138845,10,40,0
24,176389,9,40,0
43,315971,13,45,1
42,217826,9,40,0
25,189897,9,40,0
48,162816,12,45,0
33,256211,9,40,0
58,300623,9,40,0
53,175897,9,40,0
61,31285,4,40,0
20,406641,10,35,0
44,248249,4,50,0
29,165218,13,55,0
27,174645,9,40,0
68,270339,6,35,0
39,74194,9,40,0
42,234633,13,50,1
20,178628,10,40,0
34,372793,13,21,0
22,408385,6,40,0
31,469263,9,50,0
31,111567,9,50,1
32,236861,9,42,0
34,203034,13,50,1
23,86939,9,40,0
36,149653,9,40,0
41,201981,9,40,0
37,377798,10,40,1
49,166215,5,40,0
30,329425,10,40,0
42,89073,9,48,0
38,167882,10,45,0
58,268295,3,40,0
38,205493,9,60,1
32,215047,4,40,0
56,136164,10,40,0
27,105817,13,45,0
53,293941,13,40,0
45,238386,11,40,1
36,305352,6,40,0
31,78291,13,40,0
25,104614,7,40,0
27,169544,10,50,0
54,82551,11,10,0
39,192664,10,40,0
51,172022,14,40,1
34,334422,10,47,0
32,169240,9,38,0
22,163205,9,53,0
58,187067,13,62,0
38,206520,9,40,0
36,170842,14,35,0
90,84553,9,40,0
45,177543,9,50,0
29,120986,9,65,0
66,41506,6,40,0
44,315971,14,55,0
60,269485,1,40,0
57,257200,10,40,1
35,306678,9,40,0
34,137814,10,45,0
44,163985,15,32,1
31,154297,9,24,0
34,171216,13,50,0
53,266529,11,40,1
38,498785,9,40,0
18,50119,6,20,0
44,148316,12,40,0
34,108023,13,40,1
50,130780,9,40,0
31,323055,9,50,1
37,98389,9,50,1
53,231919,9,45,0
38,239539,9,40,0
45,101299,16,40,1
33,204042,10,55,0
46,105327,9,40,0
66,194480,7,2,1
58,206532,9,50,0
54,96710,9,20,0
65,115513,13,48,1
42,70055,9,40,0
30,231413,10,40,1
62,211035,13,30,1
20,350824,10,20,0
35,175769,9,65,1
42,120277,14,40,1
32,198452,9,40,0
60,123552,4,55,0
43,388725,12,40,0
36,86643,8,48,0
35,176101,9,80,1
42,336513,13,60,1
20,190231,5,11,0
65,132340,9,3,0
34,123270,9,40,1
38,103474,13,45,0
46,148599,14,50,1
32,199366,6,16,0
19,119964,9,15,0
53,89587,10,45,1
33,129707,13,60,1
39,172538,13,50,1
22,117606,13,8,0
52,235567,9,40,0
44,325159,10,40,0
25,404951,13,38,0
59,23789,9,40,1
53,199720,9,40,1
26,266639,13,40,0
28,66473,9,40,0
55,188382,10,48,1
19,170800,10,20,0
20,224238,8,40,0
24,155066,11,40,0
50,304260,12,40,0
33,141490,9,45,0
44,174575,14,40,1
56,158776,7,55,0
49,143482,10,65,1
27,22422,10,40,0
30,44566,13,80,0
19,400356,10,40,0
44,100479,12,48,0
37,127918,10,20,0
57,301514,9,40,0
34,177675,13,40,1
49,68493,9,40,0
54,37237,13,40,1
31,323985,9,40,1
44,245333,11,40,0
36,342719,16,45,1
54,71344,14,50,1
21,116489,10,40,0
21,449101,9,40,0
18,348533,9,3,0
44,101967,14,40,0
52,113522,9,45,1
25,180778,9,75,0
24,230475,9,44,0
26,345157,9,40,0
35,46385,9,90,1
28,95725,11,45,0
19,372665,10,40,0
57,317690,14,60,1
31,334346,13,40,1
47,258498,10,52,0
24,63927,10,40,0
36,173273,14,40,0
35,306156,9,45,0
24,204172,13,40,0
20,126822,10,15,0
25,206600,5,48,0
51,203953,9,40,1
30,361497,13,72,1
19,271446,10,25,0
30,341187,4,35,0
39,255027,11,40,0
17,205726,7,15,0
52,180062,10,60,0
21,517995,9,20,0
64,201700,4,40,0
64,223830,5,38,0
20,190916,9,20,0
41,27187,11,12,1
33,327902,9,50,0
50,280292,6,40,1
36,185366,10,40,0
20,221480,10,8,0
36,398931,13,40,1
46,155489,13,50,1
30,103651,13,40,0
23,200973,9,40,0
22,52262,10,45,0
65,179411,9,35,0
33,164190,14,20,0
36,129263,9,40,0
59,181566,9,40,0
30,173005,10,50,1
21,176690,10,24,0
32,207668,9,50,0
48,209182,1,40,0
32,111363,15,75,1
53,86600,9,40,0
51,98980,9,99,1
40,190044,12,40,0
37,208358,9,40,1
39,49436,12,40,0
34,163756,11,60,1
30,361280,13,40,0
53,164299,13,65,1
58,202652,9,40,0
36,216256,9,30,0
22,362589,12,15,0
30,176992,9,50,1
27,232954,9,45,0
32,131584,9,40,1
54,175339,9,50,1
61,71209,9,45,1
55,750972,4,41,0
48,181307,9,60,1
19,176831,10,35,0
20,254547,9,35,0
35,194496,13,55,0
50,57758,11,60,1
49,236586,9,40,1
31,113752,9,40,1
38,204527,9,50,0
40,241895,9,40,0
24,130741,13,40,0
22,254293,8,40,0
55,81865,11,40,0
23,306309,6,40,0
32,190577,13,40,0
75,148214,9,25,0
26,113587,6,35,0
35,186110,9,45,0
27,216858,16,52,0
60,103344,9,40,1
28,161538,13,35,0
49,44434,10,35,0
58,202652,9,37,0
28,76714,15,55,1
33,104509,13,40,0
39,251323,5,40,0
19,30559,9,40,0
40,104235,13,30,0
21,163911,10,3,0
43,216411,2,30,0
19,277695,1,36,0
52,94873,9,19,0
28,156819,9,36,0
61,215766,13,50,1
32,207113,6,40,0
30,79712,13,40,0
30,246439,12,60,0
53,283320,13,40,0
22,57827,10,40,0
31,389765,4,60,0
24,121023,13,40,0
67,94809,10,33,0
59,174040,10,40,0
41,39581,9,40,0
44,218653,13,40,0
50,125417,15,52,1
37,318168,9,20,0
29,104256,9,34,0
49,155372,14,40,0
26,269060,13,40,0
21,231286,10,25,0
35,56201,10,40,0
53,101238,10,40,1
21,213055,10,40,0
56,340171,9,40,0
44,320277,13,40,0
40,236021,10,40,0
53,215572,9,40,0
37,34996,9,40,0
44,67065,11,25,0
32,251243,10,50,1
36,160035,9,55,0
54,197189,13,40,0
34,23940,10,40,0
30,140011,11,53,0
46,375606,16,40,1
27,31935,10,80,0
44,203943,13,35,1
51,91137,5,40,0
32,194901,9,40,0
22,120572,10,40,0
44,174491,9,30,0
54,36327,4,50,0
20,326624,9,40,0
51,277471,9,40,1
